,round,"I_state_counts,","A_state_counts,","S_state_counts,","R_state_counts,",polarization_internal,polarization_external,polarization_equilibrium,disagreement_internal,disagreement_external,disagreement_equilibrium
0,0.0,3729.0,0.0,19.0,0.0,316.64487605533907,316.64487605533907,7.938131032630677,7231.4063731487695,7231.4063731487695,25.734203862916218
1,1.0,3729.0,0.0,19.0,0.0,18.534292112108066,316.64487605533907,1.7852934316507478,119.58693466133904,7231.4063731487695,3.065040885285402
2,2.0,3729.0,0.0,19.0,0.0,9.834816083397373,316.64487605533907,1.2826738362475063,41.984865379892,7231.4063731487695,1.8760327259737541
3,3.0,3729.0,0.0,19.0,0.0,8.259420050086224,316.64487605533907,1.2016015563907558,27.77939270455754,7231.4063731487695,1.664209442890655
4,4.0,3729.0,0.0,19.0,0.0,8.081862631474824,316.64487605533907,1.191694029514908,26.78218138161811,7231.4063731487695,1.6380506305940776
5,5.0,3729.0,0.0,19.0,0.0,7.983314027886632,316.64487605533907,1.1861871240186608,26.06466629345993,7231.4063731487695,1.6240277294595826
6,6.0,3729.0,0.0,19.0,0.0,7.957693413751313,316.64487605533907,1.1849373807731651,25.900911351680424,7231.4063731487695,1.6204068061628938
7,7.0,3729.0,0.0,19.0,0.0,7.944651141972616,316.64487605533907,1.1842254910453955,25.81168755619146,7231.4063731487695,1.6185558108305276
8,8.0,3729.0,0.0,19.0,0.0,7.939515539492675,316.64487605533907,1.1839790058472879,25.77717313083101,7231.4063731487695,1.6178471475863874
9,9.0,3729.0,0.0,19.0,0.0,7.936925106515643,316.64487605533907,1.1838468489274694,25.759188313038383,7231.4063731487695,1.6174942535164862
10,10.0,3729.0,0.0,19.0,0.0,7.935703557991576,316.64487605533907,1.18379313642785,25.75033214013569,7231.4063731487695,1.6173387353944437
11,11.0,3729.0,0.0,19.0,0.0,7.935084540872904,316.64487605533907,1.1837695176121867,25.7454125955562,7231.4063731487695,1.617268610940146
12,12.0,3729.0,0.0,19.0,0.0,7.93478900785003,316.64487605533907,1.1837643648621263,25.74260626299921,7231.4063731487695,1.6172451777732764
13,13.0,3729.0,0.0,19.0,0.0,7.934659946027245,316.64487605533907,1.1837682302248385,25.740879205144367,7231.4063731487695,1.6172455448569478
14,14.0,3729.0,0.0,19.0,0.0,7.934623759054365,316.64487605533907,1.1837774226036666,25.739757321432183,7231.4063731487695,1.6172591771088867
