,round,"I_state_counts,","A_state_counts,","S_state_counts,","R_state_counts,",polarization_internal,polarization_external,polarization_equilibrium,disagreement_internal,disagreement_external,disagreement_equilibrium
0,0.0,3729.0,0.0,19.0,0.0,312.4476045568704,312.4476045568704,7.798810659343253,7060.469487251729,7060.469487251729,25.070780392219714
1,1.0,3315.0,209.0,205.0,19.0,18.612507130067115,314.5735639644467,2.037086605451484,108.80725398729729,7102.677227420649,3.220799272095019
2,2.0,1288.0,572.0,1664.0,224.0,9.737349554454632,314.474674343773,1.3510374302455637,40.485728128275404,6742.989767797443,1.874565525860299
3,3.0,203.0,240.0,1417.0,1888.0,8.169660789229853,297.61151518294866,1.243435821276628,27.03609799954156,6589.64417013851,1.6567896533439441
4,4.0,72.0,149.0,222.0,3305.0,7.9176333134715,296.01845173974743,1.2149714654682953,26.204909488418565,6585.171603316687,1.6094556019543433
5,5.0,64.0,139.0,18.0,3527.0,8.033611323961589,295.79642980481776,1.2469834890250735,25.912034722445583,6584.654315755931,1.6443101583527098
6,6.0,62.0,138.0,3.0,3545.0,8.001621464239461,295.74427428086403,1.2389718748243799,25.856921212577976,6584.601718914572,1.6366932702955157
7,7.0,61.0,139.0,0.0,3548.0,7.981696159454249,295.73483035633524,1.235778781921701,25.76117665687871,6584.561946844337,1.632686261030424
8,8.0,61.0,139.0,0.0,3548.0,7.952577449257841,295.73483035633524,1.2313503593572683,25.65696255512518,6584.561946844337,1.6267571134155858
9,9.0,61.0,139.0,0.0,3548.0,7.9215277767777295,295.73483035633524,1.2267686457666165,25.543743518689798,6584.561946844337,1.6205617982106029
10,10.0,61.0,139.0,0.0,3548.0,7.888577208331766,295.73483035633524,1.2220077525740178,25.42570785328025,6584.561946844337,1.6140444702591663
11,11.0,61.0,139.0,0.0,3548.0,7.856793085787094,295.73483035633524,1.2176387965646405,25.309271906745767,6584.561946844337,1.607833149632014
12,12.0,61.0,139.0,0.0,3548.0,7.826654325952131,295.73483035633524,1.2136744886096573,25.196669481474427,6584.561946844337,1.6020037190730663
13,13.0,61.0,139.0,0.0,3548.0,7.79874744970016,295.73483035633524,1.2101625532444598,25.089880568089846,6584.561946844337,1.5966627111917593
14,14.0,61.0,139.0,0.0,3548.0,7.7732000176164515,295.73483035633524,1.2070807718075236,24.989728923897648,6584.561946844337,1.591824865826278
