,round,"I_state_counts,","A_state_counts,","S_state_counts,","R_state_counts,",polarization_internal,polarization_external,polarization_equilibrium,disagreement_internal,disagreement_external,disagreement_equilibrium
0,0.0,4018.0,0.0,21.0,0.0,338.7272907882517,338.7272907882517,8.629683253869736,7556.4794193803555,7556.4794193803555,29.04616101245846
1,1.0,3630.0,166.0,222.0,21.0,21.839589576267123,338.2190157025661,3.2721021573920375,94.96221660734305,7559.800141252057,4.057608784875136
2,2.0,1895.0,512.0,1389.0,243.0,12.960580285273643,342.41380867103396,1.8822798136172585,46.34610147118183,7364.663427722044,2.527043730490927
3,3.0,578.0,434.0,1395.0,1632.0,10.854857734411755,328.1389578010836,1.7553995141452887,33.119642092908094,7207.588357830783,2.1877223451323116
4,4.0,177.0,278.0,557.0,3027.0,10.412393419521223,323.7614542667005,1.6790139791328724,32.23021324540264,7194.780605521268,2.0964735523836837
5,5.0,74.0,230.0,151.0,3584.0,10.151210865819264,320.8346793125742,1.6511742302999568,31.162929826159115,7184.7579407532885,2.051223219207528
6,6.0,62.0,210.0,32.0,3735.0,9.945066564070924,320.3135547012424,1.6085461471504336,30.646451302944204,7183.135651996071,2.0093785832419204
7,7.0,60.0,206.0,6.0,3767.0,9.885599905828446,320.24956526852395,1.6138119964480022,30.31226166175404,7183.081798495436,1.9986314622066803
8,8.0,60.0,206.0,0.0,3773.0,9.876022572397225,320.24956526852395,1.6313354559695978,30.131868376745132,7183.081798495436,1.9970932627226754
9,9.0,60.0,206.0,0.0,3773.0,9.882766543884614,320.24956526852395,1.6533604967814417,29.978928061562463,7183.081798495436,1.9989616682267866
10,10.0,60.0,206.0,0.0,3773.0,9.895395368764548,320.24956526852395,1.6761009550865436,29.851743895818988,7183.081798495436,2.0018856694504086
11,11.0,60.0,206.0,0.0,3773.0,9.908431801816622,320.24956526852395,1.6975416458246317,29.73868629129258,7183.081798495436,2.004821315978501
12,12.0,60.0,206.0,0.0,3773.0,9.919583101004509,320.24956526852395,1.7166619995325172,29.637579288082108,7183.081798495436,2.007314137585785
13,13.0,60.0,206.0,0.0,3773.0,9.927341010621003,320.24956526852395,1.7328762577478858,29.545499145484936,7183.081798495436,2.0090830212636535
14,14.0,60.0,206.0,0.0,3773.0,9.930971468825787,320.24956526852395,1.745920926329056,29.460878939096137,7183.081798495436,2.009991457787955
