,round,"I_state_counts,","A_state_counts,","S_state_counts,","R_state_counts,",polarization_internal,polarization_external,polarization_equilibrium,disagreement_internal,disagreement_external,disagreement_equilibrium
0,0.0,4018.0,0.0,21.0,0.0,328.76811539789145,328.76811539789145,8.319446633147717,7500.617843711696,7500.617843711696,28.37116628853849
1,1.0,4018.0,0.0,21.0,0.0,19.714683297785065,328.76811539789145,2.512366051458522,84.82398928941673,7500.617843711696,3.754305164964646
2,2.0,4018.0,0.0,21.0,0.0,12.509321096465738,328.76811539789145,1.6408784022637888,43.72138421617948,7500.617843711696,2.489874317477121
3,3.0,4018.0,0.0,21.0,0.0,10.391555179557894,328.76811539789145,1.4409466220233127,32.085341935064484,7500.617843711696,2.126807194980112
4,4.0,4018.0,0.0,21.0,0.0,9.835456652966833,328.76811539789145,1.340222708378071,31.13913309281062,7500.617843711696,2.0013379237926263
5,5.0,4018.0,0.0,21.0,0.0,9.447220465003141,328.76811539789145,1.2759615049738007,30.163678922286326,7500.617843711696,1.9178899862956553
6,6.0,4018.0,0.0,21.0,0.0,9.215424847904409,328.76811539789145,1.2319877195937046,29.756115438033778,7500.617843711696,1.8650783454609419
7,7.0,4018.0,0.0,21.0,0.0,9.046219842474667,328.76811539789145,1.1994066289223348,29.45583318111173,7500.617843711696,1.8265313863011288
8,8.0,4018.0,0.0,21.0,0.0,8.921777276903352,328.76811539789145,1.1745380733343396,29.25405771073938,7500.617843711696,1.7978387496021768
9,9.0,4018.0,0.0,21.0,0.0,8.825534401213186,328.76811539789145,1.154976985884031,29.101565070943547,7500.617843711696,1.775584993652692
10,10.0,4018.0,0.0,21.0,0.0,8.749712305906538,328.76811539789145,1.1393133650836922,28.9849169890594,7500.617843711696,1.757989830258891
11,11.0,4018.0,0.0,21.0,0.0,8.688726790295341,328.76811539789145,1.1265741781301382,28.892561219717436,7500.617843711696,1.7438103151839763
12,12.0,4018.0,0.0,21.0,0.0,8.638993400123589,328.76811539789145,1.116091137468003,28.818260147851234,7500.617843711696,1.7322266076759836
13,13.0,4018.0,0.0,21.0,0.0,8.597935070070392,328.76811539789145,1.1073778088260915,28.757503142757763,7500.617843711696,1.7226503854969133
14,14.0,4018.0,0.0,21.0,0.0,8.563701411087042,328.76811539789145,1.1000743697700985,28.70723575010949,7500.617843711696,1.7146560403202544
