,round,"I_state_counts,","A_state_counts,","S_state_counts,","R_state_counts,",polarization_internal,polarization_external,polarization_equilibrium,disagreement_internal,disagreement_external,disagreement_equilibrium
0,0.0,4018.0,0.0,21.0,0.0,341.01462710586486,341.01462710586486,9.393517083338798,7485.3800472632565,7485.3800472632565,30.355894141423402
1,1.0,4018.0,0.0,21.0,0.0,23.449152941887554,341.01462710586486,3.3311219340706395,95.749648419932,7485.3800472632565,4.505007691488213
2,2.0,4018.0,0.0,21.0,0.0,14.90047097205439,341.01462710586486,2.144897559400121,49.89696969091309,7485.3800472632565,2.974706869343524
3,3.0,4018.0,0.0,21.0,0.0,12.481129679730948,341.01462710586486,1.9099563312710517,36.67951334617469,7485.3800472632565,2.561255438731442
4,4.0,4018.0,0.0,21.0,0.0,11.768751527343003,341.01462710586486,1.77460915297029,35.209206003283136,7485.3800472632565,2.4081316999357854
5,5.0,4018.0,0.0,21.0,0.0,11.271116757765608,341.01462710586486,1.6894194375390161,33.86775038550928,7485.3800472632565,2.3053664759446724
6,6.0,4018.0,0.0,21.0,0.0,10.949247073916085,341.01462710586486,1.6265896426168056,33.201608414606625,7485.3800472632565,2.236061836893918
7,7.0,4018.0,0.0,21.0,0.0,10.704280674988414,341.01462710586486,1.5777351923559622,32.699985249857896,7485.3800472632565,2.183327853439949
8,8.0,4018.0,0.0,21.0,0.0,10.514123102592215,341.01462710586486,1.5382105331692624,32.33491806764536,7485.3800472632565,2.1421143010905017
9,9.0,4018.0,0.0,21.0,0.0,10.360566594984778,341.01462710586486,1.5054846369833246,32.04682429765618,7485.3800472632565,2.108806700615588
10,10.0,4018.0,0.0,21.0,0.0,10.234429763403408,341.01462710586486,1.4779582773120516,31.815580883965357,7485.3800472632565,2.0814235417752354
11,11.0,4018.0,0.0,21.0,0.0,10.129160392628709,341.01462710586486,1.454542074992597,31.625351665893387,7485.3800472632565,2.058575873281035
12,12.0,4018.0,0.0,21.0,0.0,10.040356022840024,341.01462710586486,1.4344544479845631,31.466754622209727,7485.3800472632565,2.0393102435080563
13,13.0,4018.0,0.0,21.0,0.0,9.964764282263797,341.01462710586486,1.4171077079554892,31.33294857862293,7485.3800472632565,2.022922099219672
14,14.0,4018.0,0.0,21.0,0.0,9.899954462909704,341.01462710586486,1.4020472363017071,31.219054009421313,7485.3800472632565,2.008881872420285
