,round,"I_state_counts,","A_state_counts,","S_state_counts,","R_state_counts,",polarization_internal,polarization_external,polarization_equilibrium,disagreement_internal,disagreement_external,disagreement_equilibrium
0,0.0,2955.0,0.0,15.0,0.0,252.43620642351596,252.43620642351596,4.062200426294358,8052.057447355498,8052.057447355498,15.180201582399125
1,1.0,2955.0,0.0,15.0,0.0,10.357544319780574,252.43620642351596,0.9919074589877388,90.13345282201176,8052.057447355498,1.6332136516181652
2,2.0,2955.0,0.0,15.0,0.0,5.159332848838622,252.43620642351596,0.6704315229052791,25.605957402724513,8052.057447355498,0.9752724121147236
3,3.0,2955.0,0.0,15.0,0.0,4.3093214561380515,252.43620642351596,0.6243433533911399,16.571439933209888,8052.057447355498,0.8653761389261531
4,4.0,2955.0,0.0,15.0,0.0,4.197148879902307,252.43620642351596,0.6150294156693964,16.00332268436414,8052.057447355498,0.8465807668760097
5,5.0,2955.0,0.0,15.0,0.0,4.125688763554152,252.43620642351596,0.6101069477782163,15.523484633475876,8052.057447355498,0.8355475923553904
6,6.0,2955.0,0.0,15.0,0.0,4.100151508607411,252.43620642351596,0.6084001729211189,15.381010059990206,8052.057447355498,0.8313932741967386
7,7.0,2955.0,0.0,15.0,0.0,4.085214146975175,252.43620642351596,0.6073918236955901,15.295855338624067,8052.057447355498,0.8289715054886995
8,8.0,2955.0,0.0,15.0,0.0,4.077459115547176,252.43620642351596,0.6068806647232845,15.253442693634474,8052.057447355498,0.8277006673041106
9,9.0,2955.0,0.0,15.0,0.0,4.072757444577854,252.43620642351596,0.606555427695554,15.228168030884035,8052.057447355498,0.8269233827199751
10,10.0,2955.0,0.0,15.0,0.0,4.069899561533769,252.43620642351596,0.6063512667707354,15.213121203003876,8052.057447355498,0.8264471534998307
11,11.0,2955.0,0.0,15.0,0.0,4.068053783435891,252.43620642351596,0.6062115454920433,15.2036129107863,8052.057447355498,0.8261364708292999
12,12.0,2955.0,0.0,15.0,0.0,4.066833933615477,252.43620642351596,0.6061138796588357,15.197474270453355,8052.057447355498,0.8259290753557801
13,13.0,2955.0,0.0,15.0,0.0,4.06600057207651,252.43620642351596,0.6060427195849313,15.193396091478562,8052.057447355498,0.8257857080983456
14,14.0,2955.0,0.0,15.0,0.0,4.0654176537997735,252.43620642351596,0.605989496752301,15.190634227121139,8052.057447355498,0.8256841332584676
